row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
931,ssj549.2879.10216,"Do 19. ure so ga pazniki nadzirali vsakih nekaj minut, potem pa je prišla nova izmena, ki je morala tako kot vsak večer tudi takrat najprej preveriti, kaj se dogaja v drugih sobah v zgornjem nadstropju.",40,40,yes,2.49,2.4857142857142858,2.49,yes,1.84,1.8400690481071935,1.84,yes,9,9,yes,5.00,5,yes,2.00,2,yes,2.50,2.5,2.50,yes,"A[Do] B[19.] C[ure] D[so] E[ga] F[pazniki] G[nadzirali] H[vsakih] I[nekaj] J[minut]K[,] L[potem] M[pa] N[je] O[prišla] P[nova] Q[izmena]R[,] S[ki] T[je] U[morala] V[tako] W[kot] X[vsak] Y[večer] Z[tudi] A[takrat] B[najprej] C[preveriti]D[,] E[kaj] F[se] G[dogaja] H[v] I[drugih] J[sobah] K[v] L[zgornjem] M[nadstropju]N[.] ","(Do <case 19. <nummod ure) <obl so <aux ga <obj pazniki <nsubj nadzirali >obl (vsakih <det nekaj <det minut) >parataxis (, <punct potem <advmod pa <advmod je <aux prišla >nsubj (nova <amod izmena >acl (, <punct ki <mark je <aux morala >xcomp ((tako >obl (kot <case vsak <det večer)) <advmod (tudi <advmod takrat) <advmod najprej <advmod preveriti >ccomp (, <punct kaj <nsubj se <expl dogaja >obl (v <case drugih <amod sobah >nmod (v <case zgornjem <amod nadstropju))))))) >punct .",
932,ssj549.2880.10217,V mnogih hrvaških obmorskih hotelih so restavracije opremili z naslednjim napisom: hrane ni dovoljeno odnašati.,17,17,yes,2.43,2.4285714285714284,2.43,yes,1.47,1.4719462406466446,1.47,yes,4,4,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,A[V] B[mnogih] C[hrvaških] D[obmorskih] E[hotelih] F[so] G[restavracije] H[opremili] I[z] J[naslednjim] K[napisom]L[:] M[hrane] N[ni] O[dovoljeno] P[odnašati]Q[.] ,(V <case mnogih <det hrvaških <amod obmorskih <amod hotelih) <obl so <aux restavracije <obj opremili >obl (z <case naslednjim <amod napisom) >parataxis (: <punct ni <cop dovoljeno >csubj (hrane <obj odnašati)) >punct .,
933,ssj549.2880.10218,To je bil logičen odziv na vse pogostejše nabiranje in odnašanje jedi s samopostrežnega zajtrka.,16,16,yes,2.14,2.142857142857143,2.14,yes,1.36,1.3621075689777828,1.36,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[To] B[je] C[bil] D[logičen] E[odziv] F[na] G[vse] H[pogostejše] I[nabiranje] J[in] K[odnašanje] L[jedi] M[s] N[samopostrežnega] O[zajtrka]P[.] ,To <nsubj je <aux bil <cop logičen <amod odziv >nmod (na <case (vse <advmod pogostejše) <amod nabiranje >conj (in <cc odnašanje >nmod jedi >nmod (s <case samopostrežnega <amod zajtrka))) >punct .,
934,ssj549.2880.10219,"Te navade so bile pri nekaterih gostih (zlasti z vzhoda) ustaljene že prejšnja leta, letos pa so se vrste varčnih turistov zaradi izjemno visokih cen še krepko povečale.",32,32,yes,5.07,5.074074074074074,5.07,yes,1.31,1.3062490519091368,1.31,yes,5,5,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Te] B[navade] C[so] D[bile] E[pri] F[nekaterih] G[gostih] H[(]I[zlasti] J[z] K[vzhoda]L[)] M[ustaljene] N[že] O[prejšnja] P[leta]Q[,] R[letos] S[pa] T[so] U[se] V[vrste] W[varčnih] X[turistov] Y[zaradi] Z[izjemno] A[visokih] B[cen] C[še] D[krepko] E[povečale]F[.] ","(Te <det navade) <nsubj so <aux bile <cop (pri <case nekaterih <det gostih) <obl (( <punct zlasti <advmod z <case vzhoda >punct )) <obl ustaljene >obl (že <advmod prejšnja <amod leta) >parataxis (, <punct letos <advmod pa <advmod so <aux se <expl (vrste >nmod (varčnih <amod turistov)) <nsubj (zaradi <case (izjemno <advmod visokih) <amod cen) <obl (še <advmod krepko) <advmod povečale) >punct .",
935,ssj550.2881.10220,"Avtor te zanimive zgodbe je barokist mag. Blaž Resman, ki ga je zamikala podoba dveh marmornatih kipov frančiškanskih svetnikov, ki sta zdaj v Plečnikovi šišenski cerkvi.",29,29,yes,2.36,2.36,2.36,yes,0.75,0.7507762933965817,0.75,yes,9,9,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Avtor] B[te] C[zanimive] D[zgodbe] E[je] F[barokist] G[mag.] H[Blaž] I[Resman]J[,] K[ki] L[ga] M[je] N[zamikala] O[podoba] P[dveh] Q[marmornatih] R[kipov] S[frančiškanskih] T[svetnikov]U[,] V[ki] W[sta] X[zdaj] Y[v] Z[Plečnikovi] A[šišenski] B[cerkvi]C[.] ","Avtor >nmod (te <det zanimive <amod zgodbe) >cop je >nsubj (barokist >nmod (mag. <nmod Blaž >flat Resman >acl (, <punct ki <mark ga <obj je <aux zamikala >nsubj (podoba >nmod (dveh <nummod marmornatih <amod kipov >nmod (frančiškanskih <amod svetnikov) >acl (, <punct ki <mark sta >advmod zdaj >obl (v <case Plečnikovi <amod šišenski <amod cerkvi))))))) >punct .",
936,ssj550.2881.10221,"Nekoč sta krasila glavni oltar v frančiškanski cerkvi Marijinega oznanjenja, po prenovi leta 1772 pa stranskega, kot priča fotografija iz leta 1911, ko so cerkev frančiškani vnovič prenavljali.",32,32,yes,2.56,2.5555555555555554,2.56,yes,1.26,1.2589549387432892,1.26,yes,7,7,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Nekoč] B[sta] C[krasila] D[glavni] E[oltar] F[v] G[frančiškanski] H[cerkvi] I[Marijinega] J[oznanjenja]K[,] L[po] M[prenovi] N[leta] O[1772] P[pa] Q[stranskega]R[,] S[kot] T[priča] U[fotografija] V[iz] W[leta] X[1911]Y[,] Z[ko] A[so] B[cerkev] C[frančiškani] D[vnovič] E[prenavljali]F[.] ","Nekoč <advmod sta <aux krasila >obj (glavni <amod oltar >nmod (v <case frančiškanski <amod cerkvi >nmod (Marijinega <amod oznanjenja))) >parataxis (, <punct (po <case prenovi >nmod (leta >nummod 1772)) <orphan pa <orphan stranskega >orphan (, <punct kot <mark priča >nsubj (fotografija >nmod (iz <case leta >nummod 1911 >acl (, <punct ko <mark so <aux cerkev <obj frančiškani <nsubj vnovič <advmod prenavljali))))) >punct .",
937,ssj550.2881.10222,Potem se je za njima izgubila sled...,10,10,yes,2.50,2.5,2.50,yes,0.88,0.8754687373538999,0.88,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Potem] B[se] C[je] D[za] E[njima] F[izgubila] G[sled]H[.]I[.]J[.] ,Potem <advmod se <expl je <aux (za <case njima) <obl izgubila >nsubj sled >punct . >punct . >punct .,
938,ssj550.2881.10223,"Umetnostna zgodovina se z baročnima kipoma, ki sta se bolj po naključju kot ne (predvsem zaradi skromnih financ pri gradnji cerkve v Šiški, ki je bila dograjena šele leta 1927) znašla v Plečnikovem okolju, natančneje ni ukvarjala.",43,43,yes,8.61,8.61111111111111,8.61,yes,1.51,1.5075409193466573,1.51,yes,9,9,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Umetnostna] B[zgodovina] C[se] D[z] E[baročnima] F[kipoma]G[,] H[ki] I[sta] J[se] K[bolj] L[po] M[naključju] N[kot] O[ne] P[(]Q[predvsem] R[zaradi] S[skromnih] T[financ] U[pri] V[gradnji] W[cerkve] X[v] Y[Šiški]Z[,] A[ki] B[je] C[bila] D[dograjena] E[šele] F[leta] G[1927]H[)] I[znašla] J[v] K[Plečnikovem] L[okolju]M[,] N[natančneje] O[ni] P[ukvarjala]Q[.] ","(Umetnostna <amod zgodovina) <nsubj se <expl (z <case baročnima <amod kipoma >acl (, <punct ki <mark sta <aux se <expl ((bolj >advcl (kot <case ne)) <advmod po <case naključju) <obl (( <punct predvsem <advmod zaradi <case skromnih <amod financ >nmod (pri <case gradnji >nmod (cerkve >nmod (v <case Šiški) >acl (, <punct ki <mark je <aux bila <cop dograjena >obl (šele <advmod leta >nummod 1927)))) >punct )) <obl znašla >obl (v <case Plečnikovem <amod okolju) >punct ,)) <obl natančneje <advmod ni <aux ukvarjala >punct .",
939,ssj550.2881.10224,"Obveljalo je nekoč zapisano mnenje Sergeja Vrišerja, da gre kipa svetnikov pripisati Jožetu Straubu, avtorju mnogih baročnih plastik na Štajerskem, ki se je na svojih poteh po slovenskem ozemlju ustavil tudi v delavnici kamnoseškega mojstra Löhra v Ljubljani, ""čeprav utegneta ob prvem srečanju spomniti na Robbo"".",53,53,yes,3.56,3.5555555555555554,3.56,yes,0.63,0.6348199194216528,0.63,yes,10,10,yes,6.00,6,yes,1.00,1,yes,6.00,6.0,6.00,yes,"A[Obveljalo] B[je] C[nekoč] D[zapisano] E[mnenje] F[Sergeja] G[Vrišerja]H[,] I[da] J[gre] K[kipa] L[svetnikov] M[pripisati] N[Jožetu] O[Straubu]P[,] Q[avtorju] R[mnogih] S[baročnih] T[plastik] U[na] V[Štajerskem]W[,] X[ki] Y[se] Z[je] A[na] B[svojih] C[poteh] D[po] E[slovenskem] F[ozemlju] G[ustavil] H[tudi] I[v] J[delavnici] K[kamnoseškega] L[mojstra] M[Löhra] N[v] O[Ljubljani]P[,] Q[""]R[čeprav] S[utegneta] T[ob] U[prvem] V[srečanju] W[spomniti] X[na] Y[Robbo]Z[""]A[.] ","Obveljalo >aux je >nsubj ((nekoč <advmod zapisano) <amod mnenje >nmod (Sergeja >flat Vrišerja) >acl (, <punct da <mark gre >xcomp ((kipa >nmod svetnikov) <obj pripisati >iobj (Jožetu >flat Straubu >appos (, <punct avtorju >nmod (mnogih <det baročnih <amod plastik >nmod (na <case Štajerskem)) >acl (, <punct ki <mark se <expl je <aux (na <case svojih <det poteh >nmod (po <case slovenskem <amod ozemlju)) <obl ustavil >obl (tudi <advmod v <case delavnici >nmod (kamnoseškega <amod mojstra >nmod Löhra) >nmod (v <case Ljubljani)))))))) >advcl (, <punct "" <punct čeprav <mark utegneta >xcomp ((ob <case prvem <amod srečanju) <obl spomniti >obl (na <case Robbo)) >punct "") >punct .",
940,ssj550.2881.10225,"Ta namig in naravnost robbovska uglajenost, slokost in eleganca obeh kipov so bili Resmanu izziv, da izrečeno domnevo preveri na podlagi temeljite raziskave virov.",27,27,yes,2.83,2.8260869565217392,2.83,yes,1.92,1.9151484151179778,1.92,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Ta] B[namig] C[in] D[naravnost] E[robbovska] F[uglajenost]G[,] H[slokost] I[in] J[eleganca] K[obeh] L[kipov] M[so] N[bili] O[Resmanu] P[izziv]Q[,] R[da] S[izrečeno] T[domnevo] U[preveri] V[na] W[podlagi] X[temeljite] Y[raziskave] Z[virov]A[.] ","(Ta <det namig >conj (in <cc (naravnost <advmod robbovska) <amod uglajenost) >conj (, <punct slokost) >conj (in <cc eleganca >nmod (obeh <det kipov))) <nsubj so <aux bili <cop Resmanu <obj izziv >acl (, <punct da <mark (izrečeno <amod domnevo) <obj preveri >obl (na <case podlagi >nmod (temeljite <amod raziskave >nmod virov))) >punct .",
941,ssj550.2882.10226,MOŠČANCI - Pri gasilskem domu v Moščancih bo jutri ob 13. uri tekmovanje v pripravi jedi.,17,17,yes,2.36,2.357142857142857,2.36,yes,1.50,1.5017992037963257,1.50,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[MOŠČANCI] B[-] C[Pri] D[gasilskem] E[domu] F[v] G[Moščancih] H[bo] I[jutri] J[ob] K[13.] L[uri] M[tekmovanje] N[v] O[pripravi] P[jedi]Q[.] ,(MOŠČANCI >punct -) <parataxis (Pri <case gasilskem <amod domu >nmod (v <case Moščancih)) <obl bo >advmod jutri >obl (ob <case 13. <nummod uri) >nsubj (tekmovanje >nmod (v <case pripravi >nmod jedi)) >punct .,
942,ssj550.2882.10227,"Na prireditvenem prostoru bodo kuharice in kuharji prikazali pripravo jedi, ki so jih pripravljale naše babice.",18,18,yes,2.27,2.2666666666666666,2.27,yes,1.58,1.5754355478770719,1.58,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Na] B[prireditvenem] C[prostoru] D[bodo] E[kuharice] F[in] G[kuharji] H[prikazali] I[pripravo] J[jedi]K[,] L[ki] M[so] N[jih] O[pripravljale] P[naše] Q[babice]R[.] ","(Na <case prireditvenem <amod prostoru) <obl bodo <aux (kuharice >conj (in <cc kuharji)) <nsubj prikazali >obj (pripravo >nmod (jedi >acl (, <punct ki <mark so <aux jih <obj pripravljale >nsubj (naše <det babice)))) >punct .",
943,ssj550.2882.10228,V nedeljo pa bo ob 10. uri pri gasilskem domu še velika fračarija - streljanje s fračami.,18,18,yes,2.40,2.4,2.40,yes,1.17,1.1717035437571504,1.17,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[V] B[nedeljo] C[pa] D[bo] E[ob] F[10.] G[uri] H[pri] I[gasilskem] J[domu] K[še] L[velika] M[fračarija] N[-] O[streljanje] P[s] Q[fračami]R[.] ,(V <case nedeljo) <obl pa <advmod bo >obl (ob <case 10. <nummod uri) >obl (pri <case gasilskem <amod domu) >nsubj (še <advmod velika <amod fračarija >appos (- <punct streljanje >nmod (s <case fračami))) >punct .,
944,ssj550.2883.10229,"GRIBLJE - Od petka do nedelje bo na kopališču Griblje v Beli krajini srečanje študentskih klubov Slovenije Kolpa' 99, ki ga organizira Klub belokranjskih študentov.",28,28,yes,2.48,2.4782608695652173,2.48,yes,1.63,1.633145130586831,1.63,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[GRIBLJE] B[-] C[Od] D[petka] E[do] F[nedelje] G[bo] H[na] I[kopališču] J[Griblje] K[v] L[Beli] M[krajini] N[srečanje] O[študentskih] P[klubov] Q[Slovenije] R[Kolpa]S['] T[99]U[,] V[ki] W[ga] X[organizira] Y[Klub] Z[belokranjskih] A[študentov]B[.] ","(GRIBLJE >punct -) <parataxis (Od <case petka) <obl (do <case nedelje) <obl bo >obl (na <case kopališču >nmod Griblje >nmod (v <case Beli <amod krajini)) >nsubj (srečanje >nmod (študentskih <amod klubov >nmod Slovenije) >nmod (Kolpa >nummod (' <punct 99)) >acl (, <punct ki <mark ga <obj organizira >nsubj (Klub >nmod (belokranjskih <amod študentov)))) >punct .",
945,ssj550.2883.10230,"Predstavniki klubov se bodo pomerili v družabnih in športnih igrah, ljubitelji belokranjskih običajev pa se bodo v etno delavnici lahko naučili nekaj belokranjskih pesmi in plesov ter postavili Zelenega Jurija.",32,32,yes,3.34,3.3448275862068964,3.34,yes,1.28,1.2809517226933786,1.28,yes,5,5,yes,3.00,3,yes,3.00,3,yes,1.00,1.0,1.00,yes,"A[Predstavniki] B[klubov] C[se] D[bodo] E[pomerili] F[v] G[družabnih] H[in] I[športnih] J[igrah]K[,] L[ljubitelji] M[belokranjskih] N[običajev] O[pa] P[se] Q[bodo] R[v] S[etno] T[delavnici] U[lahko] V[naučili] W[nekaj] X[belokranjskih] Y[pesmi] Z[in] A[plesov] B[ter] C[postavili] D[Zelenega] E[Jurija]F[.] ","(Predstavniki >nmod klubov) <nsubj se <expl bodo <aux pomerili >obl (v <case (družabnih >conj (in <cc športnih)) <amod igrah) >parataxis (, <punct (ljubitelji >nmod (belokranjskih <amod običajev)) <nsubj pa <advmod se <expl bodo <aux (v <case etno <nmod delavnici) <obl lahko <advmod naučili >obj (nekaj <det belokranjskih <amod pesmi >conj (in <cc plesov)) >conj (ter <cc postavili >obj (Zelenega <amod Jurija))) >punct .",
946,ssj550.2883.10231,Ob večerih bodo študente zabavale razne skupine.,8,8,yes,1.67,1.6666666666666667,1.67,yes,1.19,1.189773067065087,1.19,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Ob] B[večerih] C[bodo] D[študente] E[zabavale] F[razne] G[skupine]H[.] ,(Ob <case večerih) <obl bodo <aux študente <obj zabavale >nsubj (razne <amod skupine) >punct .,
947,ssj550.2883.10232,Med koncerti bodo razglasili rezultate tekmovanj in najboljšim podelili nagrade.,11,11,yes,1.67,1.6666666666666667,1.67,yes,1.28,1.2809338454620642,1.28,yes,3,3,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,A[Med] B[koncerti] C[bodo] D[razglasili] E[rezultate] F[tekmovanj] G[in] H[najboljšim] I[podelili] J[nagrade]K[.] ,(Med <case koncerti) <obl bodo <aux razglasili >obj (rezultate >nmod tekmovanj) >conj (in <cc najboljšim <iobj podelili >obj nagrade) >punct .,
948,ssj550.2883.10233,"Vstopnine ne bo, s seboj prinesite le spalne vreče in 1500 tolarjev za kampiranje ter obilo dobre volje.",20,20,yes,2.29,2.2941176470588234,2.29,yes,1.14,1.1355645142887327,1.14,yes,6,6,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Vstopnine] B[ne] C[bo]D[,] E[s] F[seboj] G[prinesite] H[le] I[spalne] J[vreče] K[in] L[1500] M[tolarjev] N[za] O[kampiranje] P[ter] Q[obilo] R[dobre] S[volje]T[.] ","Vstopnine <nsubj ne <advmod bo >parataxis (, <punct (s <case seboj) <obl prinesite >obj (le <advmod spalne <amod vreče >conj (in <cc 1500 <nummod tolarjev >nmod (za <case kampiranje)) >conj (ter <cc obilo <advmod dobre <amod volje))) >punct .",
949,ssj550.2884.10234,"Čeprav je bil ves dan zaseden z vnaprej napovedanimi pogovori z novinarji, si je takoj po telefonskem klicu ljubeznivo vzel čas tudi za pogovor za Dnevnik.",28,28,yes,2.92,2.92,2.92,yes,2.06,2.0601155150156214,2.06,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Čeprav] B[je] C[bil] D[ves] E[dan] F[zaseden] G[z] H[vnaprej] I[napovedanimi] J[pogovori] K[z] L[novinarji]M[,] N[si] O[je] P[takoj] Q[po] R[telefonskem] S[klicu] T[ljubeznivo] U[vzel] V[čas] W[tudi] X[za] Y[pogovor] Z[za] A[Dnevnik]B[.] ","(Čeprav <mark je <aux bil <cop (ves <det dan) <obl zaseden >obl (z <case (vnaprej <advmod napovedanimi) <amod pogovori >nmod (z <case novinarji)) >punct ,) <advcl si <expl je <aux (takoj <advmod po <case telefonskem <amod klicu) <obl ljubeznivo <advmod vzel >obj (čas >nmod (za <case pogovor >nmod (za <case Dnevnik))) >advmod tudi >punct .",
950,ssj550.2885.10235,"""V skladu s pravilnikom moramo do konca leta 2000 uvesti nov sistem oštevilčenja, odpraviti dosedanjo šestico v številkah omrežnih skupin ter te zmanjšati z dvanajstih na šest.",30,30,yes,2.54,2.5384615384615383,2.54,yes,1.59,1.593369799619825,1.59,yes,7,7,yes,4.00,4,yes,3.00,3,yes,1.33,1.3333333333333333,1.33,yes,"A[""]B[V] C[skladu] D[s] E[pravilnikom] F[moramo] G[do] H[konca] I[leta] J[2000] K[uvesti] L[nov] M[sistem] N[oštevilčenja]O[,] P[odpraviti] Q[dosedanjo] R[šestico] S[v] T[številkah] U[omrežnih] V[skupin] W[ter] X[te] Y[zmanjšati] Z[z] A[dvanajstih] B[na] C[šest]D[.] ",""" <punct moramo >xcomp ((V <case skladu >nmod (s <case pravilnikom)) <obl (do <case konca <nmod leta >nummod 2000) <obl uvesti >obj (nov <amod sistem >nmod oštevilčenja) >conj (, <punct odpraviti >obj (dosedanjo <amod šestico >nmod (v <case številkah >nmod (omrežnih <amod skupin)))) >conj (ter <cc te <obj zmanjšati >obl (z <case dvanajstih) >obl (na <case šest))) >punct .",
951,ssj550.2885.10236,"Verjetno ni težko razumeti, da gre za izredno zahteven organizacijski in tehnični poseg.",15,15,yes,2.83,2.8333333333333335,2.83,yes,0.55,0.5475730403458116,0.55,yes,7,7,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Verjetno] B[ni] C[težko] D[razumeti]E[,] F[da] G[gre] H[za] I[izredno] J[zahteven] K[organizacijski] L[in] M[tehnični] N[poseg]O[.] ","ni >advmod težko >csubj (Verjetno <advmod razumeti >ccomp (, <punct da <mark gre >obl (za <case (izredno <advmod zahteven) <amod (organizacijski >conj (in <cc tehnični)) <amod poseg))) >punct .",
952,ssj550.2885.10237,"Pri tem velja poudariti, da spremembe v omrežnih skupinah ne bodo imele nobenega vpliva na organizacijsko shemo Telekoma,"" je povedal podpredsednik uprave Telekoma Slovenije Miran Kramberger.",30,30,yes,3.00,3.0,3.00,yes,2.08,2.078572731730566,2.08,yes,7,7,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Pri] B[tem] C[velja] D[poudariti]E[,] F[da] G[spremembe] H[v] I[omrežnih] J[skupinah] K[ne] L[bodo] M[imele] N[nobenega] O[vpliva] P[na] Q[organizacijsko] R[shemo] S[Telekoma]T[,]U[""] V[je] W[povedal] X[podpredsednik] Y[uprave] Z[Telekoma] A[Slovenije] B[Miran] C[Kramberger]D[.] ","(velja >xcomp ((Pri <case tem) <obl poudariti >ccomp (, <punct da <mark (spremembe >nmod (v <case omrežnih <amod skupinah)) <nsubj ne <advmod bodo <aux imele >obj (nobenega <det vpliva >nmod (na <case organizacijsko <amod shemo >nmod Telekoma)) >punct ,))) <ccomp "" <punct je <aux povedal >nsubj (podpredsednik >nmod (uprave >nmod (Telekoma >nmod Slovenije)) >nmod (Miran >flat Kramberger)) >punct .",
953,ssj550.2885.10238,"Župani severnoprimorskih in pomurskih občin so se namreč zbali, da bodo izgubili Telekomove enote in da brez lastnih omrežnih skupin tudi telekomunikacijskega razvoja ne bo.",27,27,yes,3.46,3.4583333333333335,3.46,yes,1.45,1.4468524263934301,1.45,yes,6,6,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Župani] B[severnoprimorskih] C[in] D[pomurskih] E[občin] F[so] G[se] H[namreč] I[zbali]J[,] K[da] L[bodo] M[izgubili] N[Telekomove] O[enote] P[in] Q[da] R[brez] S[lastnih] T[omrežnih] U[skupin] V[tudi] W[telekomunikacijskega] X[razvoja] Y[ne] Z[bo]A[.] ","(Župani >nmod ((severnoprimorskih >conj (in <cc pomurskih)) <amod občin)) <nsubj so <aux se <expl namreč <advmod zbali >ccomp (, <punct da <mark bodo <aux izgubili >obj (Telekomove <amod enote) >conj (in <cc da <mark (brez <case lastnih <amod omrežnih <amod skupin) <obl (tudi <advmod telekomunikacijskega <amod razvoja) <nsubj ne <advmod bo)) >punct .",
954,ssj550.2885.10239,"V ministrstvu za promet in zveze so jim odgovorili, da novo oštevilčenje, ki je usklajeno z operaterji, nima nikakršnega vpliva na notranjo organizacijo Telekoma.",28,28,yes,2.96,2.9565217391304346,2.96,yes,1.58,1.5823459073857276,1.58,yes,6,6,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[V] B[ministrstvu] C[za] D[promet] E[in] F[zveze] G[so] H[jim] I[odgovorili]J[,] K[da] L[novo] M[oštevilčenje]N[,] O[ki] P[je] Q[usklajeno] R[z] S[operaterji]T[,] U[nima] V[nikakršnega] W[vpliva] X[na] Y[notranjo] Z[organizacijo] A[Telekoma]B[.] ","(V <case ministrstvu >nmod (za <case promet >conj (in <cc zveze))) <obl so <aux jim <iobj odgovorili >ccomp (, <punct da <mark (novo <amod oštevilčenje >acl (, <punct ki <mark je <cop usklajeno >obl (z <case operaterji) >punct ,)) <nsubj nima >obj (nikakršnega <det vpliva >nmod (na <case notranjo <amod organizacijo >nmod Telekoma))) >punct .",
955,ssj550.2885.10240,Sicer pa ministrstvo prek uprave za telekomunikacije oštevilčenje dodeljuje operaterjem in ne lokalnim skupnostim.,15,15,yes,3.15,3.1538461538461537,3.15,yes,1.23,1.2324642581561072,1.23,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Sicer] B[pa] C[ministrstvo] D[prek] E[uprave] F[za] G[telekomunikacije] H[oštevilčenje] I[dodeljuje] J[operaterjem] K[in] L[ne] M[lokalnim] N[skupnostim]O[.] ,Sicer <cc pa <advmod ministrstvo <nsubj (prek <case uprave >nmod (za <case telekomunikacije)) <obl oštevilčenje <obj dodeljuje >iobj (operaterjem >conj (in <cc ne <advmod lokalnim <amod skupnostim)) >punct .,
956,ssj551.2886.10241,"Upam, da bodo moj odgovor prebrali tudi tisti ravnatelji in učitelji nekaterih šol - nikakor ne vseh in naj mi tisti, ki med te ne spadajo, ne zamerijo, - ki organizirajo športne dneve in izlete na Slivnico in razmišljajo enako, kot voditelji tabornikov Zmajevega rodu iz Ljubljane; mislijo, da smo javno stranišče in da smo dolžni za njimi pospravljati smeti, ki jih natrosijo okoli doma.",74,74,yes,3.61,3.6129032258064515,3.61,yes,0.78,0.7790555257125975,0.78,yes,12,12,yes,11.00,11,yes,5.00,5,yes,2.20,2.2,2.20,yes,"A[Upam]B[,] C[da] D[bodo] E[moj] F[odgovor] G[prebrali] H[tudi] I[tisti] J[ravnatelji] K[in] L[učitelji] M[nekaterih] N[šol] O[-] P[nikakor] Q[ne] R[vseh] S[in] T[naj] U[mi] V[tisti]W[,] X[ki] Y[med] Z[te] A[ne] B[spadajo]C[,] D[ne] E[zamerijo]F[,] G[-] H[ki] I[organizirajo] J[športne] K[dneve] L[in] M[izlete] N[na] O[Slivnico] P[in] Q[razmišljajo] R[enako]S[,] T[kot] U[voditelji] V[tabornikov] W[Zmajevega] X[rodu] Y[iz] Z[Ljubljane]A[;] B[mislijo]C[,] D[da] E[smo] F[javno] G[stranišče] H[in] I[da] J[smo] K[dolžni] L[za] M[njimi] N[pospravljati] O[smeti]P[,] Q[ki] R[jih] S[natrosijo] T[okoli] U[doma]V[.] ","Upam >ccomp (, <punct da <mark bodo <aux (moj <det odgovor) <obj prebrali >nsubj (tudi <advmod tisti <det ravnatelji >conj (in <cc učitelji) >nmod (nekaterih <det šol) >acl (ki <mark organizirajo >obj (športne <amod dneve >conj (in <cc izlete >nmod (na <case Slivnico))) >conj (in <cc razmišljajo >advmod (enako >obl (, <punct kot <case voditelji >nmod (tabornikov >nmod (Zmajevega <amod rodu >nmod (iz <case Ljubljane)))))) >parataxis (; <punct mislijo >ccomp (, <punct da <mark smo <cop javno <amod stranišče >conj (in <cc da <mark smo <cop dolžni >xcomp ((za <case njimi) <obl pospravljati >obj (smeti >acl (, <punct ki <mark jih <obj natrosijo >obl (okoli <case doma))))))))) >parataxis (- <punct nikakor <orphan ne >orphan vseh >conj (in <cc naj <advmod mi <iobj (tisti >acl (, <punct ki <mark (med <case te) <obl ne <advmod spadajo >punct ,)) <nsubj ne <advmod zamerijo) >punct , >punct -)) >punct .",
