Tree	Absolute frequency	Relative frequency	Order	Number of nodes	Head node	Example	MDD	NDD	Max depth	N clauses	N T-units	Clauses/T-unit
Zato <cc meni >ccomp (, <punct da <mark bi <aux bila <cop nujna >nsubj (močnejša <amod politična <amod podkrepitev)) >punct .	1	4.6	ABCDEFGHIJK	11	meni	A[Zato] B[meni]C[,] D[da] E[bi] F[bila] G[nujna] H[močnejša] I[politična] J[podkrepitev]K[.] 	2.25	0.58	4	2.00	1.00	2.00
Zato <cc naj <advmod (strokovne <amod institucije) <nsubj končno <advmod vendar <advmod nekaj <obj narede >conj (, <punct sicer <cc bodo <cop prisiljeni >xcomp (krajani <nsubj ukrepati >obl (po <case svoje))) >punct .	1	4.6	ABCDEFGHIJKMLNOPQ	17	narede	A[Zato] B[naj] C[strokovne] D[institucije] E[končno] F[vendar] G[nekaj] H[narede]I[,] J[sicer] K[bodo] L[krajani] M[prisiljeni] N[ukrepati] O[po] P[svoje]Q[.] 	2.86	1.31	5	3.00	2.00	1.50
Zato <cc naj <advmod bi <aux jim <obj pomagala >nsubj (državna <amod podjetja) >conj (, <punct vendar <cc bo <cop to <nsubj bolj <advmod težko >advcl (, <punct ker <mark bo <aux morala >xcomp ((enako <det vsoto) <obj (, <punct se <expl pravi >obj (pet <nummod milijard >nmod mark) >punct ,) <parataxis prispevati >obl (v <case sklad)) >nsubj (tudi <advmod nemška <amod država))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFG	33	pomagala	A[Zato] B[naj] C[bi] D[jim] E[pomagala] F[državna] G[podjetja]H[,] I[vendar] J[bo] K[to] L[bolj] M[težko]N[,] O[ker] P[bo] Q[morala] R[enako] S[vsoto]T[,] U[se] V[pravi] W[pet] X[milijard] Y[mark]Z[,] A[prispevati] B[v] C[sklad] D[tudi] E[nemška] F[država]G[.] 	3.26	1.27	7	5.00	3.00	1.67
Zato <cc navajamo >obj (seznam >nmod (takšnih <det kulturnih <amod pojavov) >nmod (z <case nekaj <det slovenskimi <amod zgledi)) >punct :	1	4.6	ABCDEFGHIJK	11	navajamo	A[Zato] B[navajamo] C[seznam] D[takšnih] E[kulturnih] F[pojavov] G[z] H[nekaj] I[slovenskimi] J[zgledi]K[:] 	2.33	0.60	4	1.00	1.00	1.00
Zato <cc ne <advmod smemo >xcomp (voziti >obl (pod <case vplivom >nmod pomirjeval)) >punct .	1	4.6	ABCDEFGH	8	smemo	A[Zato] B[ne] C[smemo] D[voziti] E[pod] F[vplivom] G[pomirjeval]H[.] 	1.33	1.16	4	2.00	1.00	2.00
Zato <cc ni <cop nič >amod čudnega >csubj (, <punct da <mark se <expl (v <case trenutkih >nmod (radikalnih <amod sprememb >nmod (socialne <amod strukturiranosti >nmod družbe)) >appos (, <punct (na >fixed primer) <cc v <case času >nmod revolucij >conj (in <cc po <case njih) >punct ,)) <obl (pragmatične <amod norme) <nsubj menjajo >advmod (hitreje >conj (in <cc radikalneje) >obl (kot <case (jezikovne >conj (ali <cc komunikacijske)) <amod regulative >nmod (javne <amod komunikacije)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKL	38	nič	A[Zato] B[ni] C[nič] D[čudnega]E[,] F[da] G[se] H[v] I[trenutkih] J[radikalnih] K[sprememb] L[socialne] M[strukturiranosti] N[družbe]O[,] P[na] Q[primer] R[v] S[času] T[revolucij] U[in] V[po] W[njih]X[,] Y[pragmatične] Z[norme] A[menjajo] B[hitreje] C[in] D[radikalneje] E[kot] F[jezikovne] G[ali] H[komunikacijske] I[regulative] J[javne] K[komunikacije]L[.] 	4.36	0.82	7	2.00	1.00	2.00
Zato <cc nisem <cop slab <amod človek >parataxis (, <punct se <expl je <aux pošalila) >punct .	1	4.6	ABCDEFGHI	9	človek	A[Zato] B[nisem] C[slab] D[človek]E[,] F[se] G[je] H[pošalila]I[.] 	2.17	0.82	3	2.00	2.00	1.00
Zato <cc nič <nsubj ne <advmod more >xcomp (ga <obj prav <advmod zadovoljiti >conj (in <cc nič <nsubj povsem <advmod zasužnjiti)) >conj (, <punct kajti <cc večji >cop je >obl (od <case vsega)) >punct .	1	4.6	ACDEBFGHIJKLMNOPQR	18	more	A[Zato] B[ga] C[nič] D[ne] E[more] F[prav] G[zadovoljiti] H[in] I[nič] J[povsem] K[zasužnjiti]L[,] M[kajti] N[večji] O[je] P[od] Q[vsega]R[.] 	2.67	1.18	4	4.00	3.00	1.33
Zato <cc pa <advmod držimo >obj pesti >advcl (, <punct da <mark bodo <aux čimprej <advmod (, <punct če <mark sploh <advmod kdaj >punct ,) <advmod (luč >nmod sveta) <obj ugledali >nsubj ((» <punct evropski >punct «) <amod pametniki >appos (- <punct takšni >acl (, <punct ki <mark poznajo >obj (Microsoftov <amod pocketPC) >punct ,) >conj (ali <cc tisti <det drugi >nmod (iz <case tabora >acl (, <punct ki <mark podpira >obj (operacijski <amod sistem >nmod symbian))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMN	40	držimo	A[Zato] B[pa] C[držimo] D[pesti]E[,] F[da] G[bodo] H[čimprej]I[,] J[če] K[sploh] L[kdaj]M[,] N[luč] O[sveta] P[ugledali] Q[»]R[evropski]S[«] T[pametniki] U[-] V[takšni]W[,] X[ki] Y[poznajo] Z[Microsoftov] A[pocketPC]B[,] C[ali] D[tisti] E[drugi] F[iz] G[tabora]H[,] I[ki] J[podpira] K[operacijski] L[sistem] M[symbian]N[.] 	3.17	1.08	9	4.00	1.00	4.00
Zato <cc pa <advmod so <aux postali >xcomp (bolj <advmod nasilni) >obl (v <case domačih <amod krajih >acl (, <punct kjer <mark so >obl (v <case večini))) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	postali	A[Zato] B[pa] C[so] D[postali] E[bolj] F[nasilni] G[v] H[domačih] I[krajih]J[,] K[kjer] L[so] M[v] N[večini]O[.] 	2.00	1.24	5	2.00	1.00	2.00
Zato <cc poskušajo >xcomp (spremeniti >obj parlamente >obl (v <case ideološke <amod aparate >nmod (svoje <det diktirane <amod politike))) >parataxis (, <punct domača <amod občila >orphan pa >orphan (v <case njena <det trobila)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	poskušajo	A[Zato] B[poskušajo] C[spremeniti] D[parlamente] E[v] F[ideološke] G[aparate] H[svoje] I[diktirane] J[politike]K[,] L[domača] M[občila] N[pa] O[v] P[njena] Q[trobila]R[.] 	2.40	0.83	5	2.00	1.00	2.00
Zato <cc pričakujem >ccomp (, <punct da <mark se <expl mi <iobj bodo <aux opravičili >punct , >conj (sicer <cc bom <aux pravico <obj poiskal >obl (na <case sodišču))) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	pričakujem	A[Zato] B[pričakujem]C[,] D[da] E[se] F[mi] G[bodo] H[opravičili]I[,] J[sicer] K[bom] L[pravico] M[poiskal] N[na] O[sodišču]P[.] 	2.58	0.64	5	3.00	2.00	1.50
Zato <cc se <expl (v <case Orto <nmod baru) <obl vrti >nsubj (vsa <det glasba >acl (, <punct ki <mark nima >obj (pop <nmod prizvoka))) >punct .	1	4.6	ABCDEFGHIJKLMN	14	vrti	A[Zato] B[se] C[v] D[Orto] E[baru] F[vrti] G[vsa] H[glasba]I[,] J[ki] K[nima] L[pop] M[prizvoka]N[.] 	2.09	1.36	5	2.00	1.00	2.00
Zato <cc se <expl (še >fixed posebej) <advmod sprašujemo >obl (o <case vsakokratni <amod sedanjosti >conj (in <cc njeni <det takratni <amod (, <punct medtem <advmod minuli >punct ,) <amod prihodnosti)) >punct . >punct »	1	4.6	ABCDEFGHIJKLMNOPQR	18	sprašujemo	A[Zato] B[se] C[še] D[posebej] E[sprašujemo] F[o] G[vsakokratni] H[sedanjosti] I[in] J[njeni] K[takratni]L[,] M[medtem] N[minuli]O[,] P[prihodnosti]Q[.] R[»] 	3.46	0.85	5	1.00	1.00	1.00
Zato <cc se <expl je <aux (tega <det drznega <amod govorjenja) <obj večkrat <advmod spovedal >obl (pri <case don <nmod Cafassu) >punct .	1	4.6	ABCDEFGHIJKL	12	spovedal	A[Zato] B[se] C[je] D[tega] E[drznega] F[govorjenja] G[večkrat] H[spovedal] I[pri] J[don] K[Cafassu]L[.] 	3.00	1.09	3	1.00	1.00	1.00
"Zato <cc se <expl mi <obj zdi >xcomp nesmiselno >csubj (širiti >obj (pisanje >nmod (velikih <amod začetnic)) >obl (še <advmod na <case zveze >acl (, <punct kakor <mark so <cop "" <punct Pogodbeni <amod izdelek >conj (("" <punct ,) <punct "" <punct Pogodbeno <amod področje))) >advcl ("" <punct , <punct ko <mark je <cop jasno >csubj (, <punct da <mark sta <cop mišljena >nsubj ("" <punct izdelek >conj (("" <punct in) <cc "" <punct področje >punct "" >nmod (iz <case te <det pogodbe)))))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ	43	zdi	"A[Zato] B[se] C[mi] D[zdi] E[nesmiselno] F[širiti] G[pisanje] H[velikih] I[začetnic] J[še] K[na] L[zveze]M[,] N[kakor] O[so] P[""]Q[Pogodbeni] R[izdelek]S[""]T[,] U[""]V[Pogodbeno] W[področje]X[""]Y[,] Z[ko] A[je] B[jasno]C[,] D[da] E[sta] F[mišljena] G[""] H[izdelek]I[""] J[in] K[""]L[področje]M[""] N[iz] O[te] P[pogodbe]Q[.] "	3.07	1.26	8	5.00	1.00	5.00
Zato <cc se <expl včasih <advmod (med <case predpostavkami >nmod (za <case obstoj >nmod (odškodninske <amod obveznosti))) <obl navaja >obj (kar <advmod protipravno <amod ravnanje) >conj (, <punct toda <cc (ta <det pojem) <nsubj je <cop ožji >nmod (od <case nedopustnega <amod ravnanja) >conj (, <punct saj <cc včasih <advmod (pravni <amod red) <nsubj predvideva >obj (odškodninske <amod posledice) >obl (že <advmod za <case primer) >advcl (, <punct če <mark kdo <nsubj prekrši >obj (poslovne <amod običaje >conj (ali <cc moralna <amod načela))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ	43	navaja	A[Zato] B[se] C[včasih] D[med] E[predpostavkami] F[za] G[obstoj] H[odškodninske] I[obveznosti] J[navaja] K[kar] L[protipravno] M[ravnanje]N[,] O[toda] P[ta] Q[pojem] R[je] S[ožji] T[od] U[nedopustnega] V[ravnanja]W[,] X[saj] Y[včasih] Z[pravni] A[red] B[predvideva] C[odškodninske] D[posledice] E[že] F[za] G[primer]H[,] I[če] J[kdo] K[prekrši] L[poslovne] M[običaje] N[ali] O[moralna] P[načela]Q[.] 	3.03	1.86	7	4.00	3.00	1.33
Zato <cc se <obj je <aux tudi <advmod vpisal >obl (na <case Fakulteto >nmod (za <case organizacijske <amod vede) >nmod (v <case Kranju >acl (, <punct kjer <mark stanuje >obl (v <case študentskem <amod domu)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRS	19	vpisal	A[Zato] B[se] C[je] D[tudi] E[vpisal] F[na] G[Fakulteto] H[za] I[organizacijske] J[vede] K[v] L[Kranju]M[,] N[kjer] O[stanuje] P[v] Q[študentskem] R[domu]S[.] 	2.19	1.41	6	2.00	1.00	2.00
Zato <cc smo <aux (z <case nekaterimi <det (domačimi >conj (in <cc tujimi)) <amod kolegi) <obl odšli >obl (na <case pivo) >punct .	1	4.6	ABCDEFGHIJKL	12	odšli	A[Zato] B[smo] C[z] D[nekaterimi] E[domačimi] F[in] G[tujimi] H[kolegi] I[odšli] J[na] K[pivo]L[.] 	3.40	1.03	5	1.00	1.00	1.00
Zato <cc so <aux (na <case župana) <obl naslovili >obj (prošnjo >acl (, <punct ki <mark jo <obj je <aux podpisalo >nsubj (69 <nummod mater >conj (oziroma <cc očetov))) >acl (, <punct naj <mark (v <case prvih <amod razredih) <obl omogoči >obj (skupinsko <amod pedagoško <amod delo))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXY	25	naslovili	A[Zato] B[so] C[na] D[župana] E[naslovili] F[prošnjo]G[,] H[ki] I[jo] J[je] K[podpisalo] L[69] M[mater] N[oziroma] O[očetov]P[,] Q[naj] R[v] S[prvih] T[razredih] U[omogoči] V[skupinsko] W[pedagoško] X[delo]Y[.] 	2.67	1.35	6	3.00	1.00	3.00
Zato <cc so <aux jo <obj (leta >nummod 1977) <obl razširili >obl (z <case dvema <nummod dodatnima <amod protokoloma >acl (, <punct (s <case katerima) <obl so <aux vanjo <obl zajeli >obj (tudi <advmod pripadnike >nmod (osvobodilnih <amod organizacij)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTU	21	razširili	A[Zato] B[so] C[jo] D[leta] E[1977] F[razširili] G[z] H[dvema] I[dodatnima] J[protokoloma]K[,] L[s] M[katerima] N[so] O[vanjo] P[zajeli] Q[tudi] R[pripadnike] S[osvobodilnih] T[organizacij]U[.] 	2.44	1.45	6	2.00	1.00	2.00
Zato <cc so >nsubj (templji >nmod prednikov) >obl (pred <case palačo) >punct .	1	4.6	ABCDEFG	7	so	A[Zato] B[so] C[templji] D[prednikov] E[pred] F[palačo]G[.] 	1.60	0.68	3	1.00	1.00	1.00
Zato <cc terjatev <nsubj ni <cop verjetno <advmod izkazana >conj (in <cc ni >nsubj (pogojev >nmod (za <case izdajo >nmod (začasne <amod odredbe)))) >parataxis (( <punct sklep >nmod VDSSL >appos (, <punct opr. <amod št. >nmod Pdp >nummod (- <punct 1353 >conj (/ <punct 2003)) >nmod (z <case dne >nummod (5. >flat 9. >flat 2003))) >punct )) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCD	30	izkazana	A[Zato] B[terjatev] C[ni] D[verjetno] E[izkazana] F[in] G[ni] H[pogojev] I[za] J[izdajo] K[začasne] L[odredbe] M[(]N[sklep] O[VDSSL]P[,] Q[opr.] R[št.] S[Pdp]T[-]U[1353]V[/]W[2003] X[z] Y[dne] Z[5.] A[9.] B[2003]C[)]D[.] 	2.30	1.54	6	2.00	2.00	1.00
Zato <cc tudi <advmod ne <advmod manjka >nsubj (odzivov >nmod nanjo) >punct .	1	4.6	ABCDEFG	7	manjka	A[Zato] B[tudi] C[ne] D[manjka] E[odzivov] F[nanjo]G[.] 	1.60	1.03	3	1.00	1.00	1.00
Zato <cc tudi <advmod ne <advmod smemo >xcomp ((z <case gnojenjem >nmod (s <case hlevskim <amod gnojem)) <obl pretiravati) >punct .	1	4.6	ABHICDEFGJK	11	smemo	A[Zato] B[tudi] C[z] D[gnojenjem] E[s] F[hlevskim] G[gnojem] H[ne] I[smemo] J[pretiravati]K[.] 	3.33	0.99	5	2.00	1.00	2.00
"Zaustavili >aux so >expl se >advmod (tam >acl (, <punct kjer <mark so >expl se >obl (pred <case petimi <nummod leti) >nsubj Francozi >conj (in <cc odkoder <mark bi <aux (pogumna <amod ofenziva) <nsubj takrat <advmod še <advmod lahko <advmod pokončala >obj zlodeja)) >appos (, <punct namreč <cc pred <case (toliko <advmod opevanim >conj (, <punct a <cc komaj <advmod obljudenim >conj (, <punct komaj <advmod obstoječim))) <amod "" <punct zahodnim <amod zidom >punct "")) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM	39	Zaustavili	"A[Zaustavili] B[so] C[se] D[tam]E[,] F[kjer] G[so] H[se] I[pred] J[petimi] K[leti] L[Francozi] M[in] N[odkoder] O[bi] P[pogumna] Q[ofenziva] R[takrat] S[še] T[lahko] U[pokončala] V[zlodeja]W[,] X[namreč] Y[pred] Z[toliko] A[opevanim]B[,] C[a] D[komaj] E[obljudenim]F[,] G[komaj] H[obstoječim] I[""]J[zahodnim] K[zidom]L[""]M[.] "	4.87	0.13	7	3.00	2.00	1.50
Zaveda >expl se >ccomp (, <punct da <mark so <cop (tovrstni <amod tabori) <nsubj odlična <amod priložnost >nmod (za <case pridobivanje >nmod (mladih <amod moči >nmod (na <case področju >nmod ekologije)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQ	17	Zaveda	A[Zaveda] B[se]C[,] D[da] E[so] F[tovrstni] G[tabori] H[odlična] I[priložnost] J[za] K[pridobivanje] L[mladih] M[moči] N[na] O[področju] P[ekologije]Q[.] 	2.29	0.49	6	2.00	1.00	2.00
Zavedam >expl se >obj (možnosti >acl (, <punct da <mark še <advmod lahko <advmod dobim >obj (povabilo >nmod (za <case nastop >nmod (na <case OI))) >punct ,)) >conj (a <cc nočem >xcomp (se <obj (s <case tem) <obl obremenjevati) >conj (, <punct saj <cc to <nsubj (od <case mene) <obl ni <cop več <advmod odvisno)) >punct .	1	4.6	ABCDEFGHIJKLMNOSPQRTUVWXYZABC	29	Zavedam	A[Zavedam] B[se] C[možnosti]D[,] E[da] F[še] G[lahko] H[dobim] I[povabilo] J[za] K[nastop] L[na] M[OI]N[,] O[a] P[se] Q[s] R[tem] S[nočem] T[obremenjevati]U[,] V[saj] W[to] X[od] Y[mene] Z[ni] A[več] B[odvisno]C[.] 	3.25	0.41	7	5.00	3.00	1.67
Zavest <nsubj pa <advmod ostane >conj (in <cc jih <obj preživi >advcl (, <punct (ne >fixed da) <mark bi <aux se <expl spominjala >ccomp (, <punct kaj <obj jim <iobj dolguje >punct ,) >conj (saj <cc ni <aux tega <obj nikoli <advmod niti <advmod vedela))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	ostane	A[Zavest] B[pa] C[ostane] D[in] E[jih] F[preživi]G[,] H[ne] I[da] J[bi] K[se] L[spominjala]M[,] N[kaj] O[jim] P[dolguje]Q[,] R[saj] S[ni] T[tega] U[nikoli] V[niti] W[vedela]X[.] 	2.95	0.94	5	5.00	3.00	1.67
Zavladala >aux je >nsubj (neprijetna <amod tišina) >punct .	1	4.6	ABCDE	5	Zavladala	A[Zavladala] B[je] C[neprijetna] D[tišina]E[.] 	1.67	0.04	3	1.00	1.00	1.00
Zavrača >obj (vse <det obtožbe >acl (, <punct (češ >fixed da) <mark naj <advmod bi <aux bili <aux silo <obj uporabili >advmod tudi >advcl (, <punct ko <mark so <aux bili <cop fantje <nsubj že <advmod prepeljani >obl (na <case policijsko <amod postajo)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVW	23	Zavrača	A[Zavrača] B[vse] C[obtožbe]D[,] E[češ] F[da] G[naj] H[bi] I[bili] J[silo] K[uporabili] L[tudi]M[,] N[ko] O[so] P[bili] Q[fantje] R[že] S[prepeljani] T[na] U[policijsko] V[postajo]W[.] 	3.05	0.36	6	3.00	1.00	3.00
Zavremo >obj (vino >conj (, <punct sladkor) >conj (in <cc dišave)) >punct .	1	4.6	ABCDEFG	7	Zavremo	A[Zavremo] B[vino]C[,] D[sladkor] E[in] F[dišave]G[.] 	2.00	0.00	4	1.00	1.00	1.00
Zavrite >obj (zelenjavno <amod juho) >punct .	1	4.6	ABCD	4	Zavrite	A[Zavrite] B[zelenjavno] C[juho]D[.] 	1.50	0.06	3	1.00	1.00	1.00
Zavrnili >aux so >obj predlog >conj (in <cc vztrajali >obl (pri <case ločenosti >nmod (deželne <amod brambe) >nmod (od <case linijske <amod armade) >conj (kot <cc tudi <advmod pri <case dvoletnem <amod vojaškem <amod roku))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRS	19	Zavrnili	A[Zavrnili] B[so] C[predlog] D[in] E[vztrajali] F[pri] G[ločenosti] H[deželne] I[brambe] J[od] K[linijske] L[armade] M[kot] N[tudi] O[pri] P[dvoletnem] Q[vojaškem] R[roku]S[.] 	2.82	0.38	5	2.00	2.00	1.00
Zavrzite >obj (ličila >nmod (za <case oči) >acl (, <punct ki <mark ste <aux jih <obj uporabljali >advmod doslej)) >punct .	1	4.6	ABCDEFGHIJK	11	Zavrzite	A[Zavrzite] B[ličila] C[za] D[oči]E[,] F[ki] G[ste] H[jih] I[uporabljali] J[doslej]K[.] 	2.25	0.23	4	2.00	1.00	2.00
Zavzeli >aux so >expl se >obl (tudi <advmod za <case spremembo >nmod (oblike >conj (in <cc vsebine))) >conj (, <punct saj <cc bi <aux morali >xcomp ((v <case razpravo) <obl vključiti >obj (tudi <advmod težave >nmod (v <case zvezi >nmod (s <case pripravami >nmod (na <case širitev)) >conj (in <cc še <advmod predvsem <advmod o <case strukturnih <amod reformah >nmod Unije) >conj (, <punct prihodnji <amod podobi >nmod (skupne <amod (kmetijske >conj (in <cc proračunske)) <amod politike)))))) >punct .	1	4.6	ABCDEFGHIJKLOMNPQRSTUVWXYZABCDEFGHIJKLMN	40	Zavzeli	A[Zavzeli] B[so] C[se] D[tudi] E[za] F[spremembo] G[oblike] H[in] I[vsebine]J[,] K[saj] L[bi] M[v] N[razpravo] O[morali] P[vključiti] Q[tudi] R[težave] S[v] T[zvezi] U[s] V[pripravami] W[na] X[širitev] Y[in] Z[še] A[predvsem] B[o] C[strukturnih] D[reformah] E[Unije]F[,] G[prihodnji] H[podobi] I[skupne] J[kmetijske] K[in] L[proračunske] M[politike]N[.] 	3.00	0.69	10	3.00	2.00	1.50
Zavzemal >expl se >aux je >obl (za <case popularizacijo >nmod (Darwinove <amod evolucijske <amod teorije)) >punct .	1	4.6	ABCDEFGHI	9	Zavzemal	A[Zavzemal] B[se] C[je] D[za] E[popularizacijo] F[Darwinove] G[evolucijske] H[teorije]I[.] 	2.00	0.28	4	1.00	1.00	1.00
Zazdelo >expl se >obj mu >aux je >csubj (, <punct da <mark je <aux (med <case njimi) <obl prepoznal) >punct . >punct . >punct .	1	4.6	ABCDEFGHIJKLM	13	Zazdelo	A[Zazdelo] B[se] C[mu] D[je]E[,] F[da] G[je] H[med] I[njimi] J[prepoznal] K[.]L[.]M[.] 	3.00	0.06	4	2.00	1.00	2.00
Zaznavo <obj so <aux še <advmod okrepili >obl (s <case prepoznavo >nmod (oznak >appos (( <punct bullets >punct )))) >parataxis (, <punct (posameznim <amod znakom) <iobj lahko <advmod sami <obl določimo >ccomp (, <punct kaj <obj predstavljajo >parataxis (( <punct Train >flat Character >punct )) >punct ,)) >parataxis ((način >nmod prepoznave) <nsubj je <cop lahko <advmod počasnejši >conj (in <cc temeljitejši) >conj (ali <cc pa <advmod hitrejši >conj (in <cc bolj <advmod površen))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKL	38	okrepili	A[Zaznavo] B[so] C[še] D[okrepili] E[s] F[prepoznavo] G[oznak] H[(]I[bullets]J[)]K[,] L[posameznim] M[znakom] N[lahko] O[sami] P[določimo]Q[,] R[kaj] S[predstavljajo] T[(]U[Train] V[Character]W[)]X[,] Y[način] Z[prepoznave] A[je] B[lahko] C[počasnejši] D[in] E[temeljitejši] F[ali] G[pa] H[hitrejši] I[in] J[bolj] K[površen]L[.] 	3.03	1.27	5	4.00	3.00	1.33
Začel >aux je >obl (z <case nedolžnim <amod divjim <amod galopiranjem >nmod (v <case daljavo)) >obl (, <punct seveda <advmod z <case jezdecem >nmod (na <case hrbtu) >punct ,) >conj (ter <cc nadaljeval >obl (s <case prepričevanjem >nmod (v <case slogu >nmod (upiranja >conj (in <cc trmoglavljenja))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXY	25	Začel	A[Začel] B[je] C[z] D[nedolžnim] E[divjim] F[galopiranjem] G[v] H[daljavo]I[,] J[seveda] K[z] L[jezdecem] M[na] N[hrbtu]O[,] P[ter] Q[nadaljeval] R[s] S[prepričevanjem] T[v] U[slogu] V[upiranja] W[in] X[trmoglavljenja]Y[.] 	2.81	0.49	7	2.00	2.00	1.00
Začel >aux je >xcomp (poučevati >obj kompozicijo >obl (na <case konservatoriju >nmod (v <case Leningradu))) >parataxis (, <punct kar <nsubj mu <iobj je <aux zagotovilo >obj (določeno <amod mero >nmod (finančne <amod varnosti)) >conj (, <punct vendar <cc je <aux oviralo >obj (njegovo <det kreativno <amod delo))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXY	25	Začel	A[Začel] B[je] C[poučevati] D[kompozicijo] E[na] F[konservatoriju] G[v] H[Leningradu]I[,] J[kar] K[mu] L[je] M[zagotovilo] N[določeno] O[mero] P[finančne] Q[varnosti]R[,] S[vendar] T[je] U[oviralo] V[njegovo] W[kreativno] X[delo]Y[.] 	2.48	0.62	5	4.00	3.00	1.33
Začel >aux sem >xcomp (vnašati >obj steklenice >obl (v <case hišo)) >punct .	1	4.6	ABCDEFG	7	Začel	A[Začel] B[sem] C[vnašati] D[steklenice] E[v] F[hišo]G[.] 	1.60	0.33	4	2.00	1.00	2.00
Začela >aux sem >xcomp (študirati >obj igralstvo) >punct .	1	4.6	ABCDE	5	Začela	A[Začela] B[sem] C[študirati] D[igralstvo]E[.] 	1.33	0.26	3	2.00	1.00	2.00
Začetek >nmod (dinastije >nmod Maurja) >punct .	1	4.6	ABCD	4	Začetek	A[Začetek] B[dinastije] C[Maurja]D[.] 	1.00	0.35	3	1.00	1.00	1.00
Začnite >obl (z <case vprašanjem) >parataxis (: <punct Kaj <nsubj je <cop (glede <case denarja) <obl pomembno >obl zame) >punct ?	1	4.6	ABCDEFGHIJK	11	Začnite	A[Začnite] B[z] C[vprašanjem]D[:] E[Kaj] F[je] G[glede] H[denarja] I[pomembno] J[zame]K[?] 	2.62	0.07	4	2.00	2.00	1.00
Začuti >obj (žejo >nmod (po <case krvi)) >punct .	1	4.6	ABCDE	5	Začuti	A[Začuti] B[žejo] C[po] D[krvi]E[.] 	1.33	0.26	4	1.00	1.00	1.00
Zaželjeno >cop je >csubj (, <punct da <mark bi <aux se <expl (v <case tehnološkem <amod parku) <obl združili >nsubj (vsi >acl (, <punct ki <mark iščejo >obj ((nove >conj (, <punct inovativne)) <amod rešitve >acl (, <punct kot <mark so <cop laboratoriji >conj (, <punct inštituti) >conj (, <punct fakultete) >conj (in <cc podjetniki) >punct , >conj (ter <cc tako <advmod lahko <advmod izmenjujejo >obj (izkušnje >conj (, <punct ideje) >conj (in <cc kapital)))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM	39	Zaželjeno	A[Zaželjeno] B[je]C[,] D[da] E[bi] F[se] G[v] H[tehnološkem] I[parku] J[združili] K[vsi]L[,] M[ki] N[iščejo] O[nove]P[,] Q[inovativne] R[rešitve]S[,] T[kot] U[so] V[laboratoriji]W[,] X[inštituti]Y[,] Z[fakultete] A[in] B[podjetniki]C[,] D[ter] E[tako] F[lahko] G[izmenjujejo] H[izkušnje]I[,] J[ideje] K[in] L[kapital]M[.] 	3.03	0.57	10	5.00	2.00	2.50
Zberi >expl se >punct . >punct «	1	4.6	ABCD	4	Zberi	A[Zberi] B[se]C[.] D[«] 	1.00	0.00	2	1.00	1.00	1.00
Zbirka <nsubj je <cop časovno <advmod omejena >obl ((od <case 60.) <nmod do <case 80. <nummod let >acl (, <punct ko <mark se <expl je <aux (svet >conj (in <cc (z <case njim) <nmod tudi <advmod svet >nmod umetnosti)) <nsubj spet <advmod popolnoma <advmod spremenil)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	omejena	A[Zbirka] B[je] C[časovno] D[omejena] E[od] F[60.] G[do] H[80.] I[let]J[,] K[ko] L[se] M[je] N[svet] O[in] P[z] Q[njim] R[tudi] S[svet] T[umetnosti] U[spet] V[popolnoma] W[spremenil]X[.] 	4.33	0.75	7	2.00	1.00	2.00
Zbirka >nmod (francoskih <amod sirov >conj (ali <cc (umetelno <advmod zavitih) <amod jedi)) >punct .	1	4.6	ABCDEFGH	8	Zbirka	A[Zbirka] B[francoskih] C[sirov] D[ali] E[umetelno] F[zavitih] G[jedi]H[.] 	2.00	0.20	5	1.00	1.00	1.00
